s,x,y,curvature
125.000000,54.731543,16.406618,0.00355967
125.100000,54.769544,16.499115,0.00899662
125.200000,54.807462,16.591645,0.01445877
125.300000,54.845246,16.684229,0.01995840
125.400000,54.882844,16.776888,0.02550782
125.500000,54.920206,16.869641,0.03111934
125.600000,54.957278,16.962510,0.03680532
125.700000,54.994009,17.055514,0.04257807
125.800000,55.030342,17.148673,0.04844988
125.900000,55.066224,17.242006,0.05443295
126.000000,55.101597,17.335532,0.06053930
126.100000,55.136402,17.429271,0.06678072
126.200000,55.170581,17.523239,0.07316867
126.300000,55.204070,17.617454,0.07971410
126.400000,55.236808,17.711932,0.08642733
126.500000,55.268727,17.806690,0.09331786
126.600000,55.299761,17.901741,0.10039404
126.700000,55.329839,17.997098,0.10766286
126.800000,55.358888,18.092773,0.11512962
126.900000,55.386833,18.188776,0.12279741
127.000000,55.413598,18.285115,0.13066682
127.100000,55.439101,18.381794,0.13873526
127.200000,55.463261,18.478819,0.14699654
127.300000,55.485992,18.576188,0.15544009
127.400000,55.507207,18.673899,0.16405039
127.500000,55.526822,18.771944,0.16607956
127.600000,55.544807,18.870302,0.16550510
127.700000,55.561162,18.968945,0.16471534
127.800000,55.575891,19.067845,0.16371342
127.900000,55.589000,19.166975,0.16250389
128.000000,55.600496,19.266305,0.16109270
128.100000,55.610390,19.365809,0.15948710
128.200000,55.618697,19.465459,0.15769547
128.300000,55.625432,19.565228,0.15572723
128.400000,55.630613,19.665091,0.15359265
128.500000,55.634259,19.765023,0.15130275
128.600000,55.636394,19.865000,0.14886910
128.700000,55.637039,19.964998,0.14630367
128.800000,55.636222,20.064996,0.14361869
128.900000,55.633969,20.164973,0.14082649
129.000000,55.630308,20.264908,0.13793935
129.100000,55.625269,20.364785,0.13496941
129.200000,55.618883,20.464585,0.13192854
129.300000,55.611180,20.564293,0.12882822
129.400000,55.602194,20.663894,0.12567951
129.500000,55.591956,20.763375,0.12249292
129.600000,55.580500,20.862724,0.11927841
129.700000,55.567860,20.961929,0.11604533
129.800000,55.554070,21.060982,0.11280238
129.900000,55.539163,21.159873,0.10955761
130.000000,55.523173,21.258595,0.10631841
130.100000,55.506135,21.357142,0.10309154
130.200000,55.488081,21.455509,0.09988308
130.300000,55.469045,21.553691,0.09669849
130.400000,55.449060,21.651684,0.09473258
130.500000,55.428147,21.749483,0.09349380
130.600000,55.406321,21.847082,0.09230041
130.700000,55.383595,21.944476,0.09115115
130.800000,55.359982,22.041658,0.09004483
130.900000,55.335494,22.138623,0.08898028
131.000000,55.310145,22.235366,0.08795636
131.100000,55.283946,22.331883,0.08697197
131.200000,55.256908,22.428167,0.08602604
131.300000,55.229043,22.524216,0.08511754
131.400000,55.200362,22.620023,0.08424548
131.500000,55.170874,22.715585,0.08340888
131.600000,55.140590,22.810898,0.08260683
131.700000,55.109520,22.905957,0.08183843
131.800000,55.077673,23.000758,0.08110282
131.900000,55.045058,23.095298,0.08039917
132.000000,55.011684,23.189573,0.07972669
132.100000,54.977560,23.283578,0.07908461
132.200000,54.942693,23.377310,0.07847222
132.300000,54.907092,23.470765,0.07788880
132.400000,54.870764,23.563940,0.07733370
132.500000,54.833716,23.656831,0.07680627
132.600000,54.795956,23.749434,0.07630590
132.700000,54.757491,23.841747,0.07583200
132.800000,54.718326,23.933765,0.07538403
132.900000,54.678469,24.025485,0.07496146
133.000000,54.637926,24.116903,0.07456377
133.100000,54.596702,24.208016,0.07419050
133.200000,54.554804,24.298821,0.07384119
133.300000,54.512236,24.389314,0.07351540
133.400000,54.469004,24.479491,0.07321275
133.500000,54.425113,24.569349,0.07293283
133.600000,54.380568,24.658884,0.07267529
133.700000,54.335373,24.748093,0.07243979
133.800000,54.289534,24.836972,0.07222600
133.900000,54.243054,24.925517,0.07203364
134.000000,54.195937,25.013725,0.07186241
134.100000,54.148187,25.101592,0.07171205
134.200000,54.099809,25.189114,0.07158234
134.300000,54.050806,25.276288,0.07147303
134.400000,54.001181,25.363109,0.07138392
134.500000,53.950937,25.449573,0.07131482
134.600000,53.900078,25.535676,0.07126557
134.700000,53.848607,25.621415,0.07123600
134.800000,53.796527,25.706784,0.07122597
134.900000,53.743840,25.791781,0.07123535
135.000000,53.690549,25.876399,0.07126405
135.100000,53.636656,25.960636,0.07131195
135.200000,53.582164,26.044486,0.07137899
135.300000,53.527075,26.127944,0.07146509
135.400000,53.471391,26.211007,0.07157020
135.500000,53.415114,26.293669,0.07169428
135.600000,53.358246,26.375925,0.07183731
135.700000,53.300789,26.457770,0.07199927
135.800000,53.242744,26.539199,0.07218015
135.900000,53.184112,26.620207,0.07237998
136.000000,53.124896,26.700789,0.07259876
136.100000,53.065097,26.780938,0.07283654
136.200000,53.004716,26.860650,0.07309336
136.300000,52.943754,26.939917,0.07336928
136.400000,52.882212,27.018736,0.07366435
136.500000,52.820091,27.097098,0.07397866
136.600000,52.757392,27.174999,0.07431229
136.700000,52.694116,27.252431,0.07466534
136.800000,52.630264,27.329389,0.07503791
136.900000,52.565836,27.405866,0.07543011
137.000000,52.500834,27.481854,0.07584206
137.100000,52.435257,27.557347,0.07627389
137.200000,52.369106,27.632337,0.07672573
137.300000,52.302382,27.706817,0.07719772
137.400000,52.235085,27.780780,0.07769002
137.500000,52.167216,27.854218,0.07820276
137.600000,52.098774,27.927123,0.07873611
137.700000,52.029761,27.999487,0.07929023
137.800000,51.960176,28.071300,0.07986528
137.900000,51.890020,28.142556,0.08046142
138.000000,51.819293,28.213245,0.08107881
138.100000,51.747995,28.283358,0.08171763
138.200000,51.676127,28.352886,0.08237804
138.300000,51.603689,28.421820,0.08306021
138.400000,51.530681,28.490149,0.08376428
138.500000,51.457103,28.557865,0.08449042
138.600000,51.382956,28.624956,0.08523877
138.700000,51.308239,28.691413,0.08600948
138.800000,51.232954,28.757224,0.08680267
138.900000,51.157101,28.822380,0.08761847
139.000000,51.080679,28.886869,0.08845698
139.100000,51.003691,28.950678,0.08931830
139.200000,50.926136,29.013800,0.08846278
139.300000,50.848027,29.076233,0.08728221
139.400000,50.769375,29.137982,0.08606738
139.500000,50.690194,29.199052,0.08482004
139.600000,50.610498,29.259449,0.08354194
139.700000,50.530300,29.319178,0.08223485
139.800000,50.449614,29.378246,0.08090048
139.900000,50.368452,29.436659,0.07954057
140.000000,50.286827,29.494425,0.07815679
140.100000,50.204754,29.551551,0.07675081
140.200000,50.122245,29.608046,0.07532423
140.300000,50.039312,29.663918,0.07387862
140.400000,49.955968,29.719176,0.07241551
140.500000,49.872227,29.773829,0.07093637
140.600000,49.788099,29.827887,0.06944261
140.700000,49.703598,29.881359,0.06793558
140.800000,49.618736,29.934256,0.06641659
140.900000,49.533524,29.986589,0.06488685
141.000000,49.447974,30.038367,0.06334755
141.100000,49.362098,30.089603,0.06179979
141.200000,49.275907,30.140307,0.06024459
141.300000,49.189412,30.190491,0.05868293
141.400000,49.102624,30.240166,0.05711572
141.500000,49.015553,30.289345,0.05554379
141.600000,48.928211,30.338040,0.05396792
141.700000,48.840607,30.386263,0.05238881
141.800000,48.752751,30.434026,0.05080711
141.900000,48.664654,30.481342,0.04922342
142.000000,48.576325,30.528224,0.04763824
142.100000,48.487774,30.574684,0.04605204
142.200000,48.399009,30.620737,0.04446524
142.300000,48.310041,30.666394,0.04287818
142.400000,48.220878,30.711669,0.04129115
142.500000,48.131528,30.756576,0.03970441
142.600000,48.042001,30.801128,0.03811816
142.700000,47.952305,30.845338,0.03653252
142.800000,47.862448,30.889220,0.03494762
142.900000,47.772438,30.932788,0.03336351
143.000000,47.682284,30.976055,0.03178019
143.100000,47.591992,31.019035,0.03019765
143.200000,47.501571,31.061743,0.02861581
143.300000,47.411028,31.104192,0.02703459
143.400000,47.320371,31.146395,0.02545384
143.500000,47.229607,31.188368,0.02387340
143.600000,47.138742,31.230124,0.02229307
143.700000,47.047785,31.271677,0.02071262
143.800000,46.956743,31.313042,0.01913179
143.900000,46.865621,31.354233,0.01755030
144.000000,46.774427,31.395263,0.01596785
144.100000,46.683168,31.436148,0.01438411
144.200000,46.591850,31.476901,0.01279873
144.300000,46.500480,31.517538,0.01121134
144.400000,46.409065,31.558072,0.00962155
144.500000,46.317611,31.598518,0.00802897
144.600000,46.226125,31.638890,0.00643317
144.700000,46.134612,31.679204,0.00483373
144.800000,46.043081,31.719473,0.00323019
144.900000,45.951536,31.759713,0.00162212
145.000000,45.859985,31.799938,0.00000904
145.100000,45.768434,31.840163,-0.00160950
145.200000,45.676890,31.880402,-0.00323399
145.300000,45.585358,31.920671,-0.00486490
145.400000,45.493847,31.960985,-0.00650271
145.500000,45.402361,32.001358,-0.00814790
145.600000,45.310909,32.041805,-0.00980095
145.700000,45.219497,32.082342,-0.01146233
145.800000,45.128131,32.122984,-0.01313251
145.900000,45.036818,32.163746,-0.01481196
146.000000,44.945566,32.204642,-0.01650113
146.100000,44.854382,32.245690,-0.01820045
146.200000,44.763273,32.286903,-0.01991036
146.300000,44.672246,32.328297,-0.02163127
146.400000,44.581309,32.369889,-0.02336356
146.500000,44.490469,32.411692,-0.02510760
146.600000,44.399735,32.453724,-0.02686374
146.700000,44.309114,32.495999,-0.02863228
146.800000,44.218615,32.538533,-0.03041352
146.900000,44.128245,32.581343,-0.03220769
147.000000,44.038014,32.624443,-0.03401500
147.100000,43.947930,32.667850,-0.03583562
147.200000,43.858002,32.711579,-0.03766966
147.300000,43.768239,32.755647,-0.03951719
147.400000,43.678652,32.800069,-0.04137821
147.500000,43.589248,32.844861,-0.04325268
147.600000,43.500040,32.890040,-0.04514046
147.700000,43.411036,32.935621,-0.04704137
147.800000,43.322248,32.981620,-0.04895515
147.900000,43.233686,33.028053,-0.05088144
148.000000,43.145362,33.074937,-0.05281981
148.100000,43.057286,33.122286,-0.05476972
148.200000,42.969471,33.170116,-0.05673055
148.300000,42.881928,33.218445,-0.05870156
148.400000,42.794671,33.267286,-0.06068192
148.500000,42.707712,33.316656,-0.06267065
148.600000,42.621063,33.366570,-0.06466667
148.700000,42.534739,33.417043,-0.06666878
148.800000,42.448754,33.468091,-0.06867564
148.900000,42.363121,33.519727,-0.07068576
149.000000,42.277855,33.571969,-0.07269753
149.100000,42.192971,33.624828,-0.07470918
149.200000,42.108484,33.678320,-0.07671880
149.300000,42.024410,33.732459,-0.07872434
149.400000,41.940764,33.787259,-0.08072357
149.500000,41.857563,33.842731,-0.08271414
149.600000,41.774824,33.898891,-0.08469353
149.700000,41.692563,33.955749,-0.08665909
149.800000,41.610798,34.013317,-0.08860801
149.900000,41.529546,34.071609,-0.09053734
150.000000,41.448825,34.130633,-0.09244401
150.100000,41.368653,34.190401,-0.09432481
150.200000,41.289047,34.250924,-0.09617643
150.300000,41.210027,34.312209,-0.09799546
150.400000,41.131611,34.374265,-0.09977838
150.500000,41.053818,34.437102,-0.10152162
150.600000,40.976667,34.500724,-0.10322154
150.700000,40.900176,34.565141,-0.10487448
150.800000,40.824365,34.630356,-0.10647675
150.900000,40.749252,34.696374,-0.10802467
151.000000,40.674856,34.763201,-0.10886861
151.100000,40.601189,34.830831,-0.10609638
151.200000,40.528243,34.899238,-0.10331731
151.300000,40.456008,34.968396,-0.10053621
151.400000,40.384471,35.038277,-0.09775754
151.500000,40.313621,35.108854,-0.09498531
151.600000,40.243445,35.180101,-0.09222318
151.700000,40.173928,35.251992,-0.08947440
151.800000,40.105057,35.324503,-0.08674190
151.900000,40.036818,35.397608,-0.08402823
152.000000,39.969196,35.471284,-0.08133562
152.100000,39.902175,35.545508,-0.07866601
152.200000,39.835740,35.620257,-0.07602100
152.300000,39.769875,35.695509,-0.07340196
152.400000,39.704564,35.771242,-0.07080998
152.500000,39.639791,35.847436,-0.06824592
152.600000,39.575540,35.924071,-0.06571042
152.700000,39.511794,36.001126,-0.06320391
152.800000,39.448536,36.078582,-0.06072663
152.900000,39.385749,36.156421,-0.05827867
153.000000,39.323418,36.234624,-0.05585994
153.100000,39.261524,36.313175,-0.05347021
153.200000,39.200052,36.392055,-0.05110915
153.300000,39.138983,36.471248,-0.04877628
153.400000,39.078302,36.550739,-0.04647103
153.500000,39.017990,36.630510,-0.04419273
153.600000,38.958032,36.710547,-0.04194065
153.700000,38.898411,36.790835,-0.03971395
153.800000,38.839108,36.871358,-0.03751175
153.900000,38.780109,36.952104,-0.03533310
154.000000,38.721395,37.033057,-0.03317699
154.100000,38.662950,37.114205,-0.03104240
154.200000,38.604757,37.195533,-0.02892822
154.300000,38.546800,37.277029,-0.02683334
154.400000,38.489062,37.358681,-0.02475662
154.500000,38.431527,37.440475,-0.02269688
154.600000,38.374177,37.522399,-0.02065293
154.700000,38.316997,37.604441,-0.01862355
154.800000,38.259970,37.686590,-0.01660750
154.900000,38.203080,37.768833,-0.01460356
155.000000,38.146309,37.851158,-0.01261047
155.100000,38.089643,37.933556,-0.01062696
155.200000,38.033065,38.016013,-0.00865178
155.300000,37.976558,38.098519,-0.00668364
155.400000,37.920106,38.181062,-0.00472129
155.500000,37.863693,38.263632,-0.00276343
155.600000,37.807304,38.346217,-0.00080880
155.700000,37.750921,38.428807,0.00114387
155.800000,37.694529,38.511390,0.00309586
155.900000,37.638111,38.593955,0.00504844
156.000000,37.581652,38.676492,0.00700286
156.100000,37.525135,38.758989,0.00896037
156.200000,37.468545,38.841435,0.01092224
156.300000,37.411864,38.923819,0.01288968
156.400000,37.355078,39.006130,0.01486394
156.500000,37.298169,39.088356,0.01684621
156.600000,37.241122,39.170486,0.01883772
156.700000,37.183920,39.252508,0.02083962
156.800000,37.126548,39.334411,0.02285310
156.900000,37.068989,39.416182,0.02487929
157.000000,37.011227,39.497809,0.02691930
157.100000,36.953245,39.579281,0.02897424
157.200000,36.895028,39.660584,0.03104516
157.300000,36.836558,39.741706,0.03313308
157.400000,36.777821,39.822633,0.03523899
157.500000,36.718798,39.903353,0.03736384
157.600000,36.659475,39.983852,0.03950851
157.700000,36.599833,40.064115,0.04167385
157.800000,36.539859,40.144129,0.04386064
157.900000,36.479533,40.223880,0.04606958
158.000000,36.418841,40.303351,0.04830131
158.100000,36.357766,40.382528,0.05055638
158.200000,36.296292,40.461395,0.05283525
158.300000,36.234402,40.539936,0.05513829
158.400000,36.172080,40.618135,0.05746574
158.500000,36.109309,40.695975,0.05981773
158.600000,36.046074,40.773437,0.06219426
158.700000,35.982358,40.850504,0.06459516
158.800000,35.918146,40.927159,0.06702015
158.900000,35.853422,41.003381,0.06946872
159.000000,35.788171,41.079153,0.06995961
159.100000,35.722392,41.154467,0.06959259
159.200000,35.656090,41.229321,0.06920767
159.300000,35.589271,41.303715,0.06880518
159.400000,35.521942,41.377647,0.06838548
159.500000,35.454109,41.451118,0.06794896
159.600000,35.385778,41.524126,0.06749600
159.700000,35.316956,41.596672,0.06702701
159.800000,35.247649,41.668754,0.06654243
159.900000,35.177864,41.740374,0.06604267
160.000000,35.107607,41.811532,0.06552819
160.100000,35.036885,41.882228,0.06499944
160.200000,34.965705,41.952463,0.06445689
160.300000,34.894074,42.022238,0.06390100
160.400000,34.821998,42.091554,0.06333226
160.500000,34.749485,42.160412,0.06275114
160.600000,34.676541,42.228814,0.06215813
160.700000,34.603173,42.296761,0.06155373
160.800000,34.529388,42.364256,0.06093840
160.900000,34.455193,42.431300,0.06031266
161.000000,34.380594,42.497895,0.05967697
161.100000,34.305600,42.564044,0.05903183
161.200000,34.230217,42.629749,0.05837773
161.300000,34.154451,42.695013,0.05771513
161.400000,34.078309,42.759839,0.05704451
161.500000,34.001799,42.824229,0.05636634
161.600000,33.924927,42.888187,0.05568108
161.700000,33.847700,42.951717,0.05498918
161.800000,33.770125,43.014820,0.05429109
161.900000,33.692208,43.077502,0.05358725
162.000000,33.613956,43.139766,0.05287809
162.100000,33.535377,43.201614,0.05216402
162.200000,33.456475,43.263053,0.05144545
162.300000,33.377258,43.324084,0.05072278
162.400000,33.297733,43.384713,0.04999639
162.500000,33.217906,43.444944,0.04926668
162.600000,33.137782,43.504780,0.04853399
162.700000,33.057370,43.564228,0.04779868
162.800000,32.976673,43.623290,0.04706110
162.900000,32.895700,43.681972,0.04632157
163.000000,32.814456,43.740278,0.04558041
163.100000,32.732947,43.798213,0.04483792
163.200000,32.651178,43.855782,0.04409441
163.300000,32.569157,43.912991,0.04335015
163.400000,32.486888,43.969843,0.04260540
163.500000,32.404378,44.026344,0.04186044
163.600000,32.321632,44.082499,0.04111550
163.700000,32.238656,44.138314,0.04037082
163.800000,32.155455,44.193793,0.03962662
163.900000,32.072035,44.248942,0.03888311
164.000000,31.988401,44.303766,0.03814049
164.100000,31.904558,44.358271,0.03739895
164.200000,31.820512,44.412462,0.03665867
164.300000,31.736268,44.466345,0.03591982
164.400000,31.651831,44.519924,0.03518255
164.500000,31.567206,44.573207,0.03444701
164.600000,31.482398,44.626197,0.03371333
164.700000,31.397411,44.678901,0.03298165
164.800000,31.312252,44.731325,0.03225209
164.900000,31.226923,44.783474,0.03152474
165.000000,31.141431,44.835353,0.03079973
165.100000,31.055779,44.886969,0.03007712
165.200000,30.969972,44.938327,0.02935702
165.300000,30.884015,44.989433,0.02863949
165.400000,30.797912,45.040293,0.02792461
165.500000,30.711667,45.090912,0.02721244
165.600000,30.625285,45.141296,0.02650302
165.700000,30.538770,45.191451,0.02579642
165.800000,30.452125,45.241382,0.02509266
165.900000,30.365355,45.291096,0.02439179
166.000000,30.278465,45.340598,0.02369382
166.100000,30.191457,45.389894,0.02299880
166.200000,30.104336,45.438990,0.02230673
166.300000,30.017106,45.487892,0.02161763
166.400000,29.929770,45.536605,0.02093150
166.500000,29.842333,45.585134,0.02024834
166.600000,29.754797,45.633487,0.01956817
166.700000,29.667168,45.681668,0.01889096
166.800000,29.579447,45.729684,0.01821671
166.900000,29.491639,45.777540,0.01754541
167.000000,29.403747,45.825241,0.01687704
167.100000,29.315774,45.872795,0.01621158
167.200000,29.227725,45.920205,0.01554900
167.300000,29.139602,45.967479,0.01488928
167.400000,29.051409,46.014621,0.01423239
167.500000,28.963149,46.061638,0.01357830
167.600000,28.874825,46.108534,0.01292698
167.700000,28.786440,46.155317,0.01227838
167.800000,28.697999,46.201991,0.01163247
167.900000,28.609503,46.248562,0.01098920
168.000000,28.520956,46.295036,0.01034855
168.100000,28.432360,46.341418,0.00971045
168.200000,28.343720,46.387714,0.00907487
168.300000,28.255038,46.433929,0.00844176
168.400000,28.166317,46.480070,0.00781107
168.500000,28.077560,46.526141,0.00718276
168.600000,27.988770,46.572149,0.00655677
168.700000,27.899950,46.618098,0.00593305
168.800000,27.811102,46.663995,0.00531156
168.900000,27.722230,46.709844,0.00469223
169.000000,27.633337,46.755652,0.00407503
169.100000,27.544425,46.801423,0.00345989
169.200000,27.455497,46.847164,0.00284676
169.300000,27.366557,46.892879,0.00223560
169.400000,27.277606,46.938575,0.00162634
169.500000,27.188647,46.984256,0.00101894
169.600000,27.099685,47.029927,0.00041334
169.700000,27.010720,47.075596,-0.00019050
169.800000,26.921756,47.121266,-0.00079264
169.900000,26.832795,47.166942,-0.00139314
170.000000,26.743842,47.212632,-0.00199203
170.100000,26.654897,47.258339,-0.00258938
170.200000,26.565964,47.304069,-0.00318522
170.300000,26.477046,47.349827,-0.00377962
170.400000,26.388145,47.395619,-0.00437260
170.500000,26.299264,47.441450,-0.00496423
170.600000,26.210405,47.487324,-0.00484232
170.700000,26.121569,47.533241,-0.00443622
170.800000,26.032753,47.579198,-0.00403133
170.900000,25.943956,47.625190,-0.00362757
171.000000,25.855176,47.671215,-0.00322487
171.100000,25.766410,47.717268,-0.00282319
171.200000,25.677658,47.763346,-0.00242244
171.300000,25.588916,47.809446,-0.00202257
171.400000,25.500184,47.855564,-0.00162351
171.500000,25.411460,47.901696,-0.00122520
171.600000,25.322741,47.947839,-0.00082757
171.700000,25.234026,47.993989,-0.00043056
171.800000,25.145314,48.040143,-0.00003411
171.900000,25.056601,48.086297,0.00036184
172.000000,24.967887,48.132448,0.00075736
172.100000,24.879169,48.178593,0.00115251
172.200000,24.790446,48.224727,0.00154734
172.300000,24.701716,48.270847,0.00194194
172.400000,24.612978,48.316950,0.00233634
172.500000,24.524228,48.363032,0.00273062
172.600000,24.435466,48.409090,0.00312484
172.700000,24.346689,48.455121,0.00351905
172.800000,24.257897,48.501120,0.00391332
172.900000,24.169086,48.547084,0.00430770
173.000000,24.080256,48.593010,0.00470227
173.100000,23.991404,48.638894,0.00509706
173.200000,23.902529,48.684733,0.00549215
173.300000,23.813628,48.730523,0.00588759
173.400000,23.724701,48.776260,0.00628345
173.500000,23.635745,48.821942,0.00667977
173.600000,23.546759,48.867564,0.00707662
173.700000,23.457740,48.913123,0.00747406
173.800000,23.368688,48.958616,0.00787214
173.900000,23.279599,49.004039,0.00827091
174.000000,23.190474,49.049387,0.00867044
174.100000,23.101309,49.094659,0.00907078
174.200000,23.012103,49.139849,0.00947199
174.300000,22.922854,49.184955,0.00987412
174.400000,22.833561,49.229973,0.01027722
174.500000,22.744221,49.274899,0.01068136
174.600000,22.654834,49.319730,0.01108658
174.700000,22.565397,49.364461,0.01149293
174.800000,22.475909,49.409090,0.01190048
174.900000,22.386368,49.453612,0.01230927
175.000000,22.296772,49.498024,0.01271936
175.100000,22.207120,49.542321,0.01313080
175.200000,22.117410,49.586501,0.01354363
175.300000,22.027640,49.630560,0.01395791
175.400000,21.937808,49.674493,0.01437369
175.500000,21.847914,49.718297,0.01479101
175.600000,21.757955,49.761967,0.01520993
175.700000,21.667929,49.805501,0.01563049
175.800000,21.577836,49.848895,0.01605274
175.900000,21.487674,49.892143,0.01647673
176.000000,21.397440,49.935243,0.01690250
176.100000,21.307133,49.978190,0.01733009
176.200000,21.216752,50.020981,0.01775955
176.300000,21.126296,50.063611,0.01819093
176.400000,21.035762,50.106076,0.01862426
176.500000,20.945149,50.148373,0.01905958
176.600000,20.854456,50.190497,0.01949694
176.700000,20.763681,50.232444,0.01993636
176.800000,20.672822,50.274210,0.02037790
176.900000,20.581879,50.315790,0.02082158
177.000000,20.490849,50.357181,0.02126745
177.100000,20.399731,50.398379,0.02171552
177.200000,20.308524,50.439379,0.02216585
177.300000,20.217227,50.480176,0.02261844
177.400000,20.125838,50.520766,0.02307335
177.500000,20.034355,50.561146,0.02353058
177.600000,19.942777,50.601310,0.02399017
177.700000,19.851103,50.641255,0.02445214
177.800000,19.759332,50.680975,0.02491652
177.900000,19.667463,50.720466,0.02538332
178.000000,19.575493,50.759724,0.02585256
178.100000,19.483422,50.798744,0.02632425
178.200000,19.391249,50.837522,0.02679841
178.300000,19.298972,50.876053,0.02727506
178.400000,19.206591,50.914331,0.02775420
178.500000,19.114104,50.952353,0.02823583
178.600000,19.021509,50.990114,0.02871996
178.700000,18.928807,51.027609,0.02920659
178.800000,18.835996,51.064833,0.02969571
178.900000,18.743074,51.101781,0.03018734
179.000000,18.650041,51.138448,0.03068144
179.100000,18.556897,51.174830,0.03117802
179.200000,18.463639,51.210921,0.03167706
179.300000,18.370268,51.246716,0.03217854
179.400000,18.276781,51.282211,0.03268244
179.500000,18.183180,51.317400,0.03318873
179.600000,18.089462,51.352279,0.03369738
179.700000,17.995627,51.386841,0.03420837
179.800000,17.901674,51.421082,0.03472165
179.900000,17.807603,51.454997,0.03523718
180.000000,17.713413,51.488580,0.03575492
180.100000,17.619104,51.521826,0.03627481
180.200000,17.524675,51.554730,0.03679681
180.300000,17.430125,51.587286,0.03732084
180.400000,17.335454,51.619489,0.03784685
180.500000,17.240662,51.651333,0.03837477
180.600000,17.145749,51.682814,0.03890451
180.700000,17.050714,51.713925,0.03943601
180.800000,16.955557,51.744661,0.03996916
180.900000,16.860278,51.775016,0.04050389
181.000000,16.764876,51.804986,0.04104009
181.100000,16.669353,51.834563,0.04157767
181.200000,16.573707,51.863743,0.04211650
181.300000,16.477939,51.892520,0.04265648
181.400000,16.382049,51.920889,0.04319749
181.500000,16.286038,51.948842,0.04373938
181.600000,16.189905,51.976376,0.04428204
181.700000,16.093651,52.003484,0.04482532
181.800000,15.997277,52.030160,0.04536907
181.900000,15.900783,52.056398,0.04591314
182.000000,15.804169,52.082193,0.04645736
182.100000,15.707436,52.107539,0.04700157
182.200000,15.610585,52.132430,0.04754559
182.300000,15.513617,52.156861,0.04808924
182.400000,15.416532,52.180825,0.04863232
182.500000,15.319332,52.204316,0.04917466
182.600000,15.222018,52.227329,0.04971603
182.700000,15.124590,52.249858,0.05025624
182.800000,15.027050,52.271898,0.05079505
182.900000,14.929400,52.293441,0.05133226
183.000000,14.831640,52.314483,0.05186763
183.100000,14.733772,52.335018,0.05240092
183.200000,14.635798,52.355039,0.05293188
183.300000,14.537720,52.374542,0.05346028
183.400000,14.439538,52.393520,0.05398584
183.500000,14.341255,52.411968,0.05450831
183.600000,14.242873,52.429880,0.05502742
183.700000,14.144394,52.447250,0.05554289
183.800000,14.045820,52.464073,0.05605445
183.900000,13.947153,52.480343,0.05656180
184.000000,13.848395,52.496055,0.05706467
184.100000,13.749550,52.511203,0.05756274
184.200000,13.650618,52.525782,0.05776116
184.300000,13.551604,52.539790,0.05750039
184.400000,13.452512,52.553228,0.05723666
184.500000,13.353343,52.566099,0.05697012
184.600000,13.254103,52.578404,0.05670089
184.700000,13.154795,52.590147,0.05642910
184.800000,13.055422,52.601329,0.05615489
184.900000,12.955988,52.611953,0.05587839
185.000000,12.856496,52.622021,0.05559972
185.100000,12.756949,52.631535,0.05531900
185.200000,12.657351,52.640499,0.05503636
185.300000,12.557705,52.648915,0.05475193
185.400000,12.458015,52.656785,0.05446581
185.500000,12.358283,52.664112,0.05417815
185.600000,12.258513,52.670898,0.05388903
185.700000,12.158708,52.677147,0.05359860
185.800000,12.058870,52.682861,0.05330695
185.900000,11.959004,52.688042,0.05301420
186.000000,11.859111,52.692694,0.05272045
186.100000,11.759196,52.696819,0.05242582
186.200000,11.659260,52.700420,0.05213041
186.300000,11.559306,52.703501,0.05183432
186.400000,11.459338,52.706063,0.05153765
186.500000,11.359358,52.708110,0.05124050
186.600000,11.259369,52.709644,0.05094296
186.700000,11.159373,52.710669,0.05064513
186.800000,11.059373,52.711188,0.05034710
186.900000,10.959372,52.711203,0.05004896
187.000000,10.859372,52.710718,0.04975079
187.100000,10.759375,52.709735,0.04945269
187.200000,10.659385,52.708258,0.04915472
187.300000,10.559403,52.706289,0.04885697
187.400000,10.459432,52.703832,0.04855952
187.500000,10.359474,52.700889,0.04826245
187.600000,10.259531,52.697464,0.04796582
187.700000,10.159606,52.693560,0.04766970
187.800000,10.059700,52.689179,0.04737418
187.900000,9.959817,52.684325,0.04707930
188.000000,9.859957,52.679001,0.04678513
188.100000,9.760124,52.673210,0.04649175
188.200000,9.660318,52.666954,0.04619920
188.300000,9.560542,52.660238,0.04590754
188.400000,9.460798,52.653063,0.04561683
188.500000,9.361088,52.645434,0.04532713
188.600000,9.261414,52.637353,0.04503848
188.700000,9.161777,52.628823,0.04475093
188.800000,9.062179,52.619847,0.04446453
188.900000,8.962621,52.610428,0.04417933
189.000000,8.863107,52.600570,0.04389537
189.100000,8.763637,52.590275,0.04361270
189.200000,8.664212,52.579546,0.04333134
189.300000,8.564835,52.568386,0.04305135
189.400000,8.465507,52.556799,0.04277275
189.500000,8.366230,52.544787,0.04249558
189.600000,8.267004,52.532353,0.04221988
189.700000,8.167832,52.519500,0.04194568
189.800000,8.068714,52.506231,0.04167300
189.900000,7.969653,52.492550,0.04140188
190.000000,7.870649,52.478458,0.04113235
190.100000,7.771704,52.463960,0.04086441
190.200000,7.672819,52.449057,0.04059812
190.300000,7.573996,52.433753,0.04033347
190.400000,7.475234,52.418050,0.04007050
190.500000,7.376537,52.401951,0.03980923
190.600000,7.277905,52.385460,0.03954967
190.700000,7.179338,52.368579,0.03929185
190.800000,7.080839,52.351311,0.03903578
190.900000,6.982408,52.333658,0.03878146
