s,x,y,curvature
61.100000,7.088488,-22.378794,0.00238263
61.200000,7.178204,-22.334622,0.00224242
61.300000,7.267909,-22.290430,0.00210227
61.400000,7.357605,-22.246219,0.00196218
61.500000,7.447293,-22.201990,0.00182215
61.600000,7.536972,-22.157745,0.00168215
61.700000,7.626644,-22.113485,0.00154219
61.800000,7.716309,-22.069211,0.00140226
61.900000,7.805968,-22.024925,0.00126234
62.000000,7.895621,-21.980627,0.00112244
62.100000,7.985270,-21.936320,0.00098255
62.200000,8.074913,-21.892003,0.00084265
62.300000,8.164554,-21.847679,0.00070274
62.400000,8.254191,-21.803349,0.00056282
62.500000,8.343825,-21.759013,0.00042287
62.600000,8.433458,-21.714674,0.00028289
62.700000,8.523089,-21.670332,0.00014287
62.800000,8.612720,-21.625989,0.00000280
62.900000,8.702350,-21.581646,-0.00013732
63.000000,8.791981,-21.537305,-0.00027750
63.100000,8.881614,-21.492965,-0.00041775
63.200000,8.971248,-21.448630,-0.00055808
63.300000,9.060885,-21.404299,-0.00069849
63.400000,9.150525,-21.359975,-0.00083900
63.500000,9.240168,-21.315658,-0.00097960
63.600000,9.329816,-21.271350,-0.00112031
63.700000,9.419469,-21.227053,-0.00125182
63.800000,9.509127,-21.182766,-0.00123457
63.900000,9.598791,-21.138490,-0.00121731
64.000000,9.688460,-21.094225,-0.00120004
64.100000,9.778134,-21.049971,-0.00118274
64.200000,9.867814,-21.005728,-0.00116544
64.300000,9.957499,-20.961494,-0.00114811
64.400000,10.047189,-20.917272,-0.00113078
64.500000,10.136884,-20.873059,-0.00111342
64.600000,10.226584,-20.828856,-0.00109605
64.700000,10.316288,-20.784664,-0.00107867
64.800000,10.405998,-20.740481,-0.00106127
64.900000,10.495712,-20.696307,-0.00104386
65.000000,10.585431,-20.652143,-0.00102643
65.100000,10.675154,-20.607988,-0.00100899
65.200000,10.764882,-20.563842,-0.00099154
65.300000,10.854614,-20.519705,-0.00097407
65.400000,10.944350,-20.475576,-0.00095658
65.500000,11.034091,-20.431457,-0.00093909
65.600000,11.123835,-20.387345,-0.00092158
65.700000,11.213584,-20.343242,-0.00090405
65.800000,11.303337,-20.299147,-0.00088652
65.900000,11.393094,-20.255060,-0.00086897
66.000000,11.482854,-20.210981,-0.00085140
66.100000,11.572619,-20.166910,-0.00083383
66.200000,11.662387,-20.122845,-0.00081624
66.300000,11.752158,-20.078789,-0.00079864
66.400000,11.841934,-20.034739,-0.00078102
66.500000,11.931712,-19.990697,-0.00076340
66.600000,12.021494,-19.946661,-0.00074576
66.700000,12.111279,-19.902632,-0.00072811
66.800000,12.201068,-19.858609,-0.00071045
66.900000,12.290859,-19.814593,-0.00069277
67.000000,12.380654,-19.770583,-0.00067509
67.100000,12.470452,-19.726580,-0.00065739
67.200000,12.560252,-19.682582,-0.00063969
67.300000,12.650055,-19.638589,-0.00062197
67.400000,12.739861,-19.594603,-0.00060424
67.500000,12.829670,-19.550622,-0.00058650
67.600000,12.919481,-19.506646,-0.00056875
67.700000,13.009295,-19.462675,-0.00055099
67.800000,13.099111,-19.418709,-0.00053322
67.900000,13.188930,-19.374748,-0.00051544
68.000000,13.278751,-19.330792,-0.00049765
68.100000,13.368574,-19.286840,-0.00047985
68.200000,13.458399,-19.242892,-0.00046204
68.300000,13.548226,-19.198949,-0.00044422
68.400000,13.638055,-19.155009,-0.00042639
68.500000,13.727886,-19.111073,-0.00040855
68.600000,13.817719,-19.067141,-0.00039071
68.700000,13.907554,-19.023213,-0.00037285
68.800000,13.997390,-18.979288,-0.00035499
68.900000,14.087227,-18.935366,-0.00033711
69.000000,14.177067,-18.891447,-0.00031923
69.100000,14.266907,-18.847531,-0.00030134
69.200000,14.356749,-18.803617,-0.00028345
69.300000,14.446592,-18.759706,-0.00026554
69.400000,14.536437,-18.715798,-0.00024763
69.500000,14.626282,-18.671892,-0.00022971
69.600000,14.716129,-18.627988,-0.00021178
69.700000,14.805976,-18.584085,-0.00019385
69.800000,14.895824,-18.540185,-0.00017590
69.900000,14.985673,-18.496286,-0.00015796
70.000000,15.075523,-18.452388,-0.00014000
70.100000,15.165373,-18.408492,-0.00012204
70.200000,15.255224,-18.364597,-0.00010407
70.300000,15.345075,-18.320703,-0.00008609
70.400000,15.434927,-18.276809,-0.00006811
70.500000,15.524779,-18.232916,-0.00005013
70.600000,15.614631,-18.189024,-0.00003213
70.700000,15.704484,-18.145132,-0.00001413
70.800000,15.794336,-18.101240,0.00000387
70.900000,15.884189,-18.057348,0.00002188
71.000000,15.974041,-18.013456,0.00003990
71.100000,16.063893,-17.969563,0.00005792
71.200000,16.153745,-17.925670,0.00007594
71.300000,16.243597,-17.881776,0.00009397
71.400000,16.333448,-17.837882,0.00011200
71.500000,16.423298,-17.793986,0.00013004
71.600000,16.513149,-17.750089,0.00014808
71.700000,16.602998,-17.706191,0.00016613
71.800000,16.692847,-17.662291,0.00018418
71.900000,16.782695,-17.618390,0.00020223
72.000000,16.872542,-17.574487,0.00022029
72.100000,16.962388,-17.530582,0.00023835
72.200000,17.052233,-17.486675,0.00025642
72.300000,17.142077,-17.442765,0.00027449
72.400000,17.231919,-17.398853,0.00029256
72.500000,17.321761,-17.354938,0.00031063
72.600000,17.411601,-17.311021,0.00032870
72.700000,17.501439,-17.267101,0.00034678
72.800000,17.591277,-17.223177,0.00036486
72.900000,17.681112,-17.179250,0.00038295
73.000000,17.770946,-17.135320,0.00040103
73.100000,17.860778,-17.091386,0.00041912
73.200000,17.950608,-17.047449,0.00043720
73.300000,18.040437,-17.003507,0.00045529
73.400000,18.130263,-16.959562,0.00047338
73.500000,18.220087,-16.915612,0.00049148
73.600000,18.309909,-16.871657,0.00050957
73.700000,18.399729,-16.827699,0.00052766
73.800000,18.489546,-16.783735,0.00054576
73.900000,18.579362,-16.739767,0.00056385
74.000000,18.669174,-16.695793,0.00058195
74.100000,18.758984,-16.651814,0.00060004
74.200000,18.848792,-16.607830,0.00061814
74.300000,18.938597,-16.563840,0.00063623
74.400000,19.028398,-16.519845,0.00065433
74.500000,19.118198,-16.475843,0.00067242
74.600000,19.207994,-16.431836,0.00069051
74.700000,19.297787,-16.387822,0.00070861
74.800000,19.387577,-16.343803,0.00072670
74.900000,19.477363,-16.299776,0.00074479
75.000000,19.567147,-16.255743,0.00076288
75.100000,19.656927,-16.211703,0.00078096
75.200000,19.746704,-16.167656,0.00079905
75.300000,19.836477,-16.123602,0.00081713
75.400000,19.926246,-16.079540,0.00083522
75.500000,20.016012,-16.035471,0.00085330
75.600000,20.105774,-15.991395,0.00087137
75.700000,20.195533,-15.947310,0.00088945
75.800000,20.285287,-15.903218,0.00090752
75.900000,20.375038,-15.859117,0.00092559
76.000000,20.464784,-15.815008,0.00094366
76.100000,20.554526,-15.770891,0.00096172
76.200000,20.644264,-15.726764,0.00097978
76.300000,20.733997,-15.682630,0.00099784
76.400000,20.823727,-15.638486,0.00101589
76.500000,20.913451,-15.594333,0.00103394
76.600000,21.003171,-15.550171,0.00105198
76.700000,21.092887,-15.505999,0.00107002
76.800000,21.182598,-15.461818,0.00108806
76.900000,21.272304,-15.417627,0.00110609
77.000000,21.362005,-15.373426,0.00112412
77.100000,21.451701,-15.329215,0.00114214
77.200000,21.541392,-15.284994,0.00116016
77.300000,21.631078,-15.240762,0.00117817
77.400000,21.720759,-15.196520,0.00119618
77.500000,21.810434,-15.152267,0.00121418
77.600000,21.900104,-15.108003,0.00123217
77.700000,21.989769,-15.063728,0.00125016
77.800000,22.079428,-15.019442,0.00126815
77.900000,22.169081,-14.975145,0.00128612
78.000000,22.258729,-14.930836,0.00130409
78.100000,22.348371,-14.886515,0.00132206
78.200000,22.438007,-14.842182,0.00134002
78.300000,22.527637,-14.797838,0.00135797
78.400000,22.617262,-14.753481,0.00137591
78.500000,22.706880,-14.709112,0.00139385
78.600000,22.796492,-14.664730,0.00141178
78.700000,22.886097,-14.620336,0.00142970
78.800000,22.975696,-14.575929,0.00144761
78.900000,23.065289,-14.531509,0.00146552
79.000000,23.154876,-14.487076,0.00148342
79.100000,23.244455,-14.442630,0.00150131
79.200000,23.334028,-14.398170,0.00151919
79.300000,23.423595,-14.353696,0.00153706
79.400000,23.513154,-14.309209,0.00155493
79.500000,23.602707,-14.264708,0.00157278
79.600000,23.692252,-14.220193,0.00159063
79.700000,23.781791,-14.175663,0.00160846
79.800000,23.871322,-14.131119,0.00162629
79.900000,23.960846,-14.086561,0.00164411
80.000000,24.050363,-14.041988,0.00166192
80.100000,24.139873,-13.997400,0.00167972
80.200000,24.229375,-13.952796,0.00169750
80.300000,24.318869,-13.908178,0.00171528
80.400000,24.408355,-13.863545,0.00173305
80.500000,24.497834,-13.818895,0.00175081
80.600000,24.587306,-13.774231,0.00176855
80.700000,24.676769,-13.729550,0.00178629
80.800000,24.766224,-13.684853,0.00180401
80.900000,24.855671,-13.640141,0.00182173
81.000000,24.945110,-13.595412,0.00183943
81.100000,25.034541,-13.550666,0.00185712
81.200000,25.123964,-13.505904,0.00187479
81.300000,25.213378,-13.461125,0.00189246
81.400000,25.302783,-13.416329,0.00191011
81.500000,25.392180,-13.371516,0.00192776
81.600000,25.481569,-13.326686,0.00194539
81.700000,25.570949,-13.281839,0.00196300
81.800000,25.660319,-13.236974,0.00198061
81.900000,25.749681,-13.192091,0.00199820
82.000000,25.839035,-13.147190,0.00201577
82.100000,25.928379,-13.102272,0.00203334
82.200000,26.017713,-13.057335,0.00205089
82.300000,26.107039,-13.012380,0.00206843
82.400000,26.196355,-12.967406,0.00208595
82.500000,26.285662,-12.922414,0.00210346
82.600000,26.374960,-12.877403,0.00212095
82.700000,26.464248,-12.832373,0.00213843
82.800000,26.553526,-12.787324,0.00215590
82.900000,26.642795,-12.742256,0.00217335
83.000000,26.732054,-12.697168,0.00219079
83.100000,26.821303,-12.652061,0.00220821
83.200000,26.910542,-12.606934,0.00222562
83.300000,26.999771,-12.561787,0.00224301
83.400000,27.088990,-12.516620,0.00226038
83.500000,27.178198,-12.471433,0.00227774
83.600000,27.267397,-12.426226,0.00229509
83.700000,27.356585,-12.380998,0.00231242
83.800000,27.445762,-12.335750,0.00232973
83.900000,27.534929,-12.290480,0.00234702
84.000000,27.624085,-12.245190,0.00236430
84.100000,27.713231,-12.199879,0.00238157
84.200000,27.802366,-12.154547,0.00239881
84.300000,27.891490,-12.109193,0.00241604
84.400000,27.980603,-12.063818,0.00243325
84.500000,28.069705,-12.018421,0.00245045
84.600000,28.158796,-11.973002,0.00246762
84.700000,28.247875,-11.927561,0.00248478
84.800000,28.336944,-11.882098,0.00250192
84.900000,28.426001,-11.836613,0.00251904
85.000000,28.515046,-11.791105,0.00253615
85.100000,28.604080,-11.745575,0.00255323
85.200000,28.693103,-11.700022,0.00257030
85.300000,28.782113,-11.654446,0.00258735
85.400000,28.871112,-11.608847,0.00260438
85.500000,28.960099,-11.563225,0.00262139
85.600000,29.049074,-11.517579,0.00263838
85.700000,29.138037,-11.471910,0.00265535
85.800000,29.226988,-11.426218,0.00267231
85.900000,29.315926,-11.380502,0.00268924
86.000000,29.404853,-11.334761,0.00270615
86.100000,29.493767,-11.288997,0.00272305
86.200000,29.582668,-11.243209,0.00273992
86.300000,29.671557,-11.197396,0.00275677
86.400000,29.760434,-11.151558,0.00277360
86.500000,29.849297,-11.105696,0.00279041
86.600000,29.938148,-11.059810,0.00280720
86.700000,30.026986,-11.013898,0.00282397
86.800000,30.115811,-10.967961,0.00284072
86.900000,30.204623,-10.921999,0.00285745
87.000000,30.293422,-10.876011,0.00287415
87.100000,30.382207,-10.829999,0.00289084
87.200000,30.470979,-10.783960,0.00290750
87.300000,30.559738,-10.737895,0.00292414
87.400000,30.648484,-10.691805,0.00294075
87.500000,30.737216,-10.645689,0.00295735
87.600000,30.825934,-10.599546,0.00297392
87.700000,30.914638,-10.553377,0.00299047
87.800000,31.003329,-10.507181,0.00300699
87.900000,31.092006,-10.460959,0.00302350
88.000000,31.180668,-10.414710,0.00303998
88.100000,31.269317,-10.368434,0.00305644
88.200000,31.357952,-10.322130,0.00307287
88.300000,31.446572,-10.275800,0.00308928
88.400000,31.535178,-10.229442,0.00310566
88.500000,31.623770,-10.183057,0.00312203
88.600000,31.712347,-10.136644,0.00313836
88.700000,31.800910,-10.090203,0.00315468
88.800000,31.889458,-10.043735,0.00317097
88.900000,31.977991,-9.997238,0.00318723
89.000000,32.066509,-9.950713,0.00320347
89.100000,32.155013,-9.904159,0.00321968
89.200000,32.243501,-9.857578,0.00323587
89.300000,32.331975,-9.810967,0.00325204
89.400000,32.420433,-9.764328,0.00326817
89.500000,32.508876,-9.717660,0.00328429
89.600000,32.597304,-9.670963,0.00330037
89.700000,32.685716,-9.624236,0.00331643
89.800000,32.774113,-9.577480,0.00333247
89.900000,32.862494,-9.530695,0.00334848
90.000000,32.950860,-9.483881,0.00336446
90.100000,33.039209,-9.437036,0.00338041
90.200000,33.127543,-9.390162,0.00339634
90.300000,33.215861,-9.343257,0.00341224
90.400000,33.304163,-9.296323,0.00342812
90.500000,33.392449,-9.249358,0.00344397
90.600000,33.480719,-9.202363,0.00357977
90.700000,33.568972,-9.155336,0.00382486
90.800000,33.657207,-9.108276,0.00406989
90.900000,33.745422,-9.061179,0.00431487
91.000000,33.833618,-9.014045,0.00455984
91.100000,33.921791,-8.966870,0.00480481
91.200000,34.009942,-8.919653,0.00504980
91.300000,34.098070,-8.872391,0.00529483
91.400000,34.186172,-8.825083,0.00553991
91.500000,34.274248,-8.777726,0.00578507
91.600000,34.362296,-8.730318,0.00603032
91.700000,34.450316,-8.682857,0.00627569
91.800000,34.538306,-8.635341,0.00652118
91.900000,34.626265,-8.587768,0.00676683
92.000000,34.714192,-8.540135,0.00701264
92.100000,34.802085,-8.492440,0.00725864
92.200000,34.889943,-8.444681,0.00750484
92.300000,34.977766,-8.396857,0.00775126
92.400000,35.065552,-8.348965,0.00799791
92.500000,35.153299,-8.301002,0.00824482
92.600000,35.241007,-8.252967,0.00849200
92.700000,35.328673,-8.204858,0.00873947
92.800000,35.416298,-8.156672,0.00898724
92.900000,35.503880,-8.108407,0.00923533
93.000000,35.591416,-8.060061,0.00948375
93.100000,35.678907,-8.011633,0.00973253
93.200000,35.766351,-7.963119,0.00998167
93.300000,35.853746,-7.914518,0.01023120
93.400000,35.941091,-7.865828,0.01048112
93.500000,36.028385,-7.817046,0.01073145
93.600000,36.115627,-7.768171,0.01098221
93.700000,36.202815,-7.719200,0.01123341
93.800000,36.289948,-7.670131,0.01148506
93.900000,36.377025,-7.620962,0.01173719
94.000000,36.464044,-7.571690,0.01198979
94.100000,36.551003,-7.522315,0.01224289
94.200000,36.637902,-7.472833,0.01249649
94.300000,36.724739,-7.423242,0.01275062
94.400000,36.811513,-7.373541,0.01300528
94.500000,36.898222,-7.323727,0.01326048
94.600000,36.984865,-7.273798,0.01351623
94.700000,37.071441,-7.223752,0.01377256
94.800000,37.157947,-7.173587,0.01402946
94.900000,37.244383,-7.123301,0.01428695
95.000000,37.330747,-7.072891,0.01454504
95.100000,37.417037,-7.022355,0.01480373
95.200000,37.503253,-6.971692,0.01506305
95.300000,37.589392,-6.920899,0.01532299
95.400000,37.675453,-6.869975,0.01558356
95.500000,37.761435,-6.818916,0.01584478
95.600000,37.847335,-6.767721,0.01610665
95.700000,37.933154,-6.716387,0.01636918
95.800000,38.018888,-6.664914,0.01663237
95.900000,38.104536,-6.613297,0.01689624
96.000000,38.190097,-6.561536,0.01716078
96.100000,38.275569,-6.509629,0.01742601
96.200000,38.360950,-6.457572,0.01769192
96.300000,38.446239,-6.405365,0.01795853
96.400000,38.531434,-6.353004,0.01822583
96.500000,38.616534,-6.300489,0.01849383
96.600000,38.701536,-6.247816,0.01876254
96.700000,38.786439,-6.194983,0.01903194
96.800000,38.871242,-6.141990,0.01930206
96.900000,38.955942,-6.088832,0.01957288
97.000000,39.040538,-6.035509,0.01984441
97.100000,39.125028,-5.982018,0.02011665
97.200000,39.209410,-5.928357,0.02038959
97.300000,39.293683,-5.874525,0.02066323
97.400000,39.377844,-5.820518,0.02093758
97.500000,39.461892,-5.766335,0.02121263
97.600000,39.545824,-5.711974,0.02148838
97.700000,39.629640,-5.657433,0.02176481
97.800000,39.713337,-5.602710,0.02204194
97.900000,39.796913,-5.547802,0.02231974
98.000000,39.880366,-5.492708,0.02259822
98.100000,39.963695,-5.437425,0.02287736
98.200000,40.046896,-5.381952,0.02315716
98.300000,40.129969,-5.326286,0.02343761
98.400000,40.212912,-5.270426,0.02371869
98.500000,40.295722,-5.214370,0.02400041
98.600000,40.378397,-5.158114,0.02428274
98.700000,40.460935,-5.101658,0.02456567
98.800000,40.543334,-5.045000,0.02484919
98.900000,40.625592,-4.988137,0.02513329
99.000000,40.707707,-4.931067,0.02541795
99.100000,40.789676,-4.873789,0.02570315
99.200000,40.871499,-4.816300,0.02598887
99.300000,40.953171,-4.758599,0.02627510
99.400000,41.034692,-4.700684,0.02656182
99.500000,41.116058,-4.642552,0.02684900
99.600000,41.197268,-4.584202,0.02713663
99.700000,41.278320,-4.525631,0.02742468
99.800000,41.359210,-4.466839,0.02771313
99.900000,41.439937,-4.407823,0.02800195
100.000000,41.520499,-4.348581,0.02829111
100.100000,41.600893,-4.289111,0.02858060
100.200000,41.681116,-4.229411,0.02887037
100.300000,41.761167,-4.169481,0.02916041
100.400000,41.841043,-4.109317,0.02945067
100.500000,41.920741,-4.048918,0.02974113
100.600000,42.000259,-3.988282,0.03003176
100.700000,42.079595,-3.927408,0.03032251
100.800000,42.158746,-3.866294,0.03061336
100.900000,42.237710,-3.804937,0.03090426
101.000000,42.316483,-3.743337,0.03119518
101.100000,42.395064,-3.681491,0.03148608
101.200000,42.473450,-3.619398,0.03177691
101.300000,42.551638,-3.557057,0.03206764
101.400000,42.629626,-3.494465,0.03235822
101.500000,42.707411,-3.431621,0.03264861
101.600000,42.784990,-3.368523,0.03293875
101.700000,42.862361,-3.305170,0.03322860
101.800000,42.939521,-3.241561,0.03351812
101.900000,43.016468,-3.177693,0.03380725
102.000000,43.093198,-3.113565,0.03409594
102.100000,43.169709,-3.049176,0.03438413
102.200000,43.245998,-2.984524,0.03467178
102.300000,43.322063,-2.919608,0.03495883
102.400000,43.397900,-2.854427,0.03524521
102.500000,43.473507,-2.788979,0.03553088
102.600000,43.548882,-2.723262,0.03581577
102.700000,43.624020,-2.657276,0.03609983
102.800000,43.698920,-2.591019,0.03638298
102.900000,43.773578,-2.524490,0.03666517
103.000000,43.847992,-2.457688,0.03694633
103.100000,43.922158,-2.390611,0.03722640
103.200000,43.996074,-2.323259,0.03750531
103.300000,44.069737,-2.255630,0.03778299
103.400000,44.143144,-2.187722,0.03805937
103.500000,44.216293,-2.119536,0.03833439
103.600000,44.289179,-2.051071,0.03860796
103.700000,44.361800,-1.982324,0.03888003
103.800000,44.434154,-1.913295,0.03915051
103.900000,44.506237,-1.843983,0.03941933
104.000000,44.578046,-1.774388,0.03968641
104.100000,44.649578,-1.704509,0.03995169
104.200000,44.720831,-1.634344,0.04021507
104.300000,44.791801,-1.563893,0.04047650
104.400000,44.862485,-1.493155,0.04071024
104.500000,44.932882,-1.422131,0.04050171
104.600000,45.002990,-1.350822,0.04029275
104.700000,45.072810,-1.279231,0.04008342
104.800000,45.142342,-1.207361,0.03987376
104.900000,45.211588,-1.135214,0.03966381
105.000000,45.280547,-1.062794,0.03945361
105.100000,45.349219,-0.990101,0.03924320
105.200000,45.417606,-0.917140,0.03903263
105.300000,45.485707,-0.843912,0.03882194
105.400000,45.553524,-0.770420,0.03861116
105.500000,45.621057,-0.696667,0.03840033
105.600000,45.688305,-0.622656,0.03818949
105.700000,45.755271,-0.548388,0.03797868
105.800000,45.821954,-0.473866,0.03776793
105.900000,45.888355,-0.399093,0.03755727
106.000000,45.954475,-0.324071,0.03734675
106.100000,46.020314,-0.248802,0.03713639
106.200000,46.085873,-0.173290,0.03692622
106.300000,46.151153,-0.097536,0.03671628
106.400000,46.216155,-0.021542,0.03650660
106.500000,46.280878,0.054688,0.03629720
106.600000,46.345325,0.131152,0.03608812
106.700000,46.409495,0.207849,0.03587938
106.800000,46.473389,0.284775,0.03567101
106.900000,46.537009,0.361929,0.03546304
107.000000,46.600355,0.439308,0.03525549
107.100000,46.663427,0.516909,0.03504838
107.200000,46.726227,0.594732,0.03484175
107.300000,46.788756,0.672772,0.03463561
107.400000,46.851014,0.751029,0.03442999
107.500000,46.913002,0.829500,0.03422490
107.600000,46.974721,0.908182,0.03402037
107.700000,47.036172,0.987074,0.03381643
107.800000,47.097356,1.066173,0.03361308
107.900000,47.158274,1.145478,0.03341034
108.000000,47.218927,1.224985,0.03320824
108.100000,47.279315,1.304694,0.03300680
108.200000,47.339440,1.384601,0.03280602
108.300000,47.399302,1.464706,0.03260593
108.400000,47.458903,1.545005,0.03240654
108.500000,47.518243,1.625496,0.03220786
108.600000,47.577323,1.706179,0.03200992
108.700000,47.636145,1.787050,0.03181272
108.800000,47.694710,1.868108,0.03161627
108.900000,47.753018,1.949350,0.03142059
109.000000,47.811070,2.030776,0.03122569
109.100000,47.868868,2.112382,0.03103158
109.200000,47.926412,2.194167,0.03083828
109.300000,47.983704,2.276130,0.03064578
109.400000,48.040744,2.358267,0.03045411
109.500000,48.097534,2.440578,0.03026326
109.600000,48.154075,2.523060,0.03007326
109.700000,48.210367,2.605712,0.02988410
109.800000,48.266412,2.688532,0.02969579
109.900000,48.322211,2.771518,0.02950835
110.000000,48.377765,2.854668,0.02932177
110.100000,48.433074,2.937981,0.02913607
110.200000,48.488141,3.021454,0.02895124
110.300000,48.542966,3.105087,0.02876730
110.400000,48.597549,3.188877,0.02858425
110.500000,48.651894,3.272822,0.02840210
110.600000,48.705999,3.356922,0.02822083
110.700000,48.759867,3.441174,0.02804047
110.800000,48.813499,3.525576,0.02786102
110.900000,48.866895,3.610128,0.02768247
111.000000,48.920056,3.694827,0.02750483
111.100000,48.972985,3.779672,0.02732810
111.200000,49.025682,3.864662,0.02715228
111.300000,49.078147,3.949794,0.02697738
111.400000,49.130383,4.035067,0.02680339
111.500000,49.182390,4.120481,0.02663032
111.600000,49.234169,4.206032,0.02645816
111.700000,49.285722,4.291720,0.02628693
111.800000,49.337050,4.377543,0.02611660
111.900000,49.388153,4.463500,0.02594719
112.000000,49.439032,4.549589,0.02577870
112.100000,49.489690,4.635809,0.02561112
112.200000,49.540127,4.722158,0.02544446
112.300000,49.590344,4.808636,0.02527870
112.400000,49.640342,4.895240,0.02511386
112.500000,49.690122,4.981970,0.02494992
112.600000,49.739686,5.068823,0.02478688
112.700000,49.789034,5.155799,0.02462475
112.800000,49.838168,5.242896,0.02446352
112.900000,49.887089,5.330113,0.02430318
113.000000,49.935798,5.417449,0.02414374
113.100000,49.984296,5.504902,0.02398519
113.200000,50.032583,5.592471,0.02382752
113.300000,50.080662,5.680155,0.02367074
113.400000,50.128534,5.767952,0.02351484
113.500000,50.176198,5.855862,0.02335981
113.600000,50.223657,5.943883,0.02320565
113.700000,50.270912,6.032013,0.02305236
113.800000,50.317964,6.120253,0.02289993
113.900000,50.364813,6.208600,0.02274836
114.000000,50.411461,6.297053,0.02259764
114.100000,50.457909,6.385611,0.02244776
114.200000,50.504158,6.474274,0.02229873
114.300000,50.550210,6.563039,0.02215054
114.400000,50.596064,6.651906,0.02200317
114.500000,50.641723,6.740873,0.02185663
114.600000,50.687188,6.829941,0.02171091
114.700000,50.732459,6.919106,0.02156601
114.800000,50.777537,7.008369,0.02142191
114.900000,50.822424,7.097729,0.02127861
115.000000,50.867121,7.187184,0.02113611
115.100000,50.911629,7.276733,0.02099440
115.200000,50.955949,7.366375,0.02085347
115.300000,51.000081,7.456109,0.02071332
115.400000,51.044028,7.545935,0.02057393
115.500000,51.087789,7.635850,0.02043531
115.600000,51.131367,7.725855,0.02029745
115.700000,51.174762,7.815949,0.02016034
115.800000,51.217976,7.906129,0.02002397
115.900000,51.261008,7.996396,0.01988833
116.000000,51.303861,8.086748,0.01975342
116.100000,51.346536,8.177185,0.01961923
116.200000,51.389032,8.267705,0.01948576
116.300000,51.431353,8.358308,0.01935299
116.400000,51.473498,8.448992,0.01922092
116.500000,51.515468,8.539757,0.01908954
116.600000,51.557266,8.630603,0.01895885
116.700000,51.598891,8.721527,0.01882883
116.800000,51.640344,8.812529,0.01869948
116.900000,51.681628,8.903609,0.01857079
117.000000,51.722742,8.994765,0.01844275
117.100000,51.763688,9.085997,0.01831536
117.200000,51.804466,9.177304,0.01818860
117.300000,51.845079,9.268684,0.01806247
117.400000,51.885526,9.360138,0.01793696
117.500000,51.925810,9.451664,0.01781206
117.600000,51.965930,9.543262,0.01768777
117.700000,52.005888,9.634931,0.01756407
117.800000,52.045686,9.726669,0.01717558
117.900000,52.085325,9.818476,0.01677752
118.000000,52.124811,9.910349,0.01637793
118.100000,52.164147,10.002287,0.01597686
118.200000,52.203335,10.094287,0.01557437
118.300000,52.242380,10.186348,0.01517051
118.400000,52.281285,10.278469,0.01476533
118.500000,52.320055,10.370647,0.01435890
118.600000,52.358692,10.462880,0.01395125
118.700000,52.397200,10.555168,0.01354245
118.800000,52.435583,10.647507,0.01313254
118.900000,52.473845,10.739897,0.01272157
119.000000,52.511990,10.832336,0.01230959
119.100000,52.550020,10.924821,0.01189665
119.200000,52.587941,11.017352,0.01148280
119.300000,52.625755,11.109926,0.01106807
119.400000,52.663467,11.202542,0.01065253
119.500000,52.701080,11.295198,0.01023622
119.600000,52.738598,11.387892,0.00981917
119.700000,52.776026,11.480624,0.00940143
119.800000,52.813366,11.573390,0.00898305
119.900000,52.850623,11.666191,0.00856407
120.000000,52.887800,11.759023,0.00814453
120.100000,52.924902,11.851885,0.00772447
120.200000,52.961932,11.944776,0.00730393
120.300000,52.998894,12.037694,0.00688296
120.400000,53.035792,12.130637,0.00646159
120.500000,53.072630,12.223605,0.00603986
120.600000,53.109412,12.316594,0.00561781
120.700000,53.146142,12.409605,0.00519549
120.800000,53.182823,12.502634,0.00477291
120.900000,53.219460,12.595681,0.00435014
121.000000,53.256057,12.688744,0.00392719
121.100000,53.292617,12.781821,0.00350412
121.200000,53.329144,12.874911,0.00308095
121.300000,53.365643,12.968012,0.00265772
121.400000,53.402117,13.061123,0.00223447
121.500000,53.438570,13.154242,0.00181123
121.600000,53.475006,13.247368,0.00138804
121.700000,53.511430,13.340499,0.00096493
121.800000,53.547844,13.433634,0.00054194
121.900000,53.584254,13.526770,0.00011911
122.000000,53.620662,13.619907,-0.00030353
122.100000,53.657073,13.713043,-0.00072595
122.200000,53.693491,13.806176,-0.00114811
122.300000,53.729920,13.899305,-0.00156998
122.400000,53.766363,13.992429,-0.00199152
122.500000,53.802825,14.085545,-0.00241270
122.600000,53.839309,14.178652,-0.00283347
122.700000,53.875820,14.271749,-0.00325382
122.800000,53.912361,14.364834,-0.00367369
122.900000,53.948936,14.457906,-0.00409306
123.000000,53.985549,14.550963,-0.00451189
123.100000,54.022204,14.644003,-0.00493015
123.200000,54.058906,14.737026,-0.00534780
123.300000,54.095656,14.830028,-0.00576479
123.400000,54.132461,14.923010,-0.00618111
123.500000,54.169323,15.015969,-0.00659670
123.600000,54.206246,15.108903,-0.00701153
123.700000,54.243235,15.201812,-0.00742557
123.800000,54.280292,15.294693,-0.00783878
123.900000,54.317423,15.387545,-0.00825111
124.000000,54.354629,15.480366,-0.00866254
124.100000,54.391917,15.573155,-0.00907301
124.200000,54.429288,15.665911,-0.00948249
124.300000,54.466748,15.758631,-0.00989095
124.400000,54.504299,15.851313,-0.01029834
124.500000,54.541945,15.943958,-0.01070461
124.600000,54.579691,16.036561,-0.01110974
124.700000,54.617540,16.129123,-0.01151367
124.800000,54.655490,16.221643,-0.00728749
124.900000,54.693508,16.314135,-0.00186430
